레시피 코드,재료명,재료용량
195453,계란,5개
195453,전분,1/2T
195453,부침가루,1/2T
195453,소금,2t
195453,후추,1/2t
195453,참기름,1T
195453,밀가루,2CUP
195453,배추,2잎
195453,호박,1/2개
195453,대파,1대
195453,다짐육,200g
195453,콩비지,300g
195453,다진마늘,1T
195428,통깨,0.5T
195428,마요네즈,1T
195428,설탕,0.5T
195428,식초,0.5T
195428,두부,2.5T
195428,소금,약간
195428,참기름,약간
195428,통깨,약간
195428,김밥용김,2장
195428,어린잎채소,약간
195428,가지,1/2개
195428,당근,1/2개
195428,밥,3공기
195428,오이,1/2개
180363,설탕,1+1/2T
180363,통깨,약간
180363,식초,2T
180363,고추장,2T
180363,소금,약간
180363,쪽파,15대
180363,중새우,15마리
180344,양파,1/8개
180344,방울토마토,15알
180344,밥,1공기
180344,물,280ml
180344,셀러리,1대
180344,후추,약간
180344,햄,50g
180344,달걀,2개
180344,카레가루,3T
180330,식빵,5쪽
180330,마요네즈,1T
180330,꿀,1/2T
180330,달걀노른자,1개
180330,우유,1cup
180330,고구마,2개(大)
180330,소금,약간
180330,건블루베리,1/2T
120476,후추,약간
120476,다진마늘,1/2T
120476,들기름,1T
120476,통깨,약간
120476,소금,3t
120476,버섯,4개
120476,두부,1/2모
120476,당면,한줌
120476,당근,1/6개
120476,다짐육 소고기,100g
120476,다짐육(돼지고기),100g
120476,다진생강,2t
120476,간장,1T
120476,달걀,1개
120476,미나리,10줄기
120476,배추,10장
120463,부침가루,6T
120463,양파,1/3개
120463,감자,2개
120463,당근채,약간
120463,당근잎,약간
120463,소금,약간
120441,고춧가루,2T
120441,들기름,1T
120441,설탕,1/2T
120441,다진마늘,2T
120441,무,1/3개
120441,양파,1/2개
120441,단호박,1개
120441,간장,1T
120441,된장,1T
120441,고추장,1T
120441,쌀뜨물,4컵
120441,고등어,2마리
120441,청양고추,2개
120441,홍고추,1개
120419,매실액,3T
120419,통깨,약간
120419,참기름,2T
120419,고추,1개
120419,라이스페이퍼,10장
120419,연어살,200g
120419,무채,50g
120419,고사리,50g
120419,도라지,50g
120419,콩나물,50g
120419,시금치,50g
120401,애호박,1개
120401,어린잎채소,100g
120401,식용유,약간
120401,간장,2T
120401,맛술,2T
120401,통깨,약간
120401,다진마늘,0.5T
120401,식초,0.5T
120401,청양고추,1개
120401,대파,1/2대
120401,참기름,약간
120401,올리브유,1T
120379,양파,1/2개
120379,단무지,50g
120379,아몬드,16알
120379,견과류,약간
120379,마요네즈,1T
120379,꿀,1T
120379,허브솔트,약간
120379,소금,2t
120379,허니머스타드,0.5T
120379,식초,1T
120379,황설탕,0.5T
120379,백오이,2개
120379,참치캔,1캔(100g)
120379,삶은계란,1개
120360,아몬드,2알
120360,다진고추,1T
120360,매실액,1T
120360,굴소스,2T
120360,쪽파,약간
120360,에멘탈 치즈가루,1컵
120360,두부,1/2모
120360,가지,1개
120360,굴소스,1T
120344,설탕,1T
120344,통깨,1/2T
120344,다진마늘,1T
120344,고춧가루,1T
120344,간장,1/2T
120344,까나리액젓,1T
120344,쪽파,1/2대
120344,깻잎,30장
120344,홍고추,1개
91023,설탕,1컵
91023,물,1컵
91023,간장,1.5컵
91023,식초,1컵
91023,고추,180g (약2줌)
91010,탄산수,700ml
91010,얼음,20큐브
91010,설탕,1T
91010,허브,한줌
91010,라임,2개
90997,슬라이스치즈,3장
90997,마요네즈,4T
90997,슬라이스햄,3장
90997,모닝빵,6개
90997,토마토,2개
90997,어린잎채소,2줌
90997,허니머스타드,2T
90980,설탕,1t
90980,통깨,조금
90980,식초,3T
90980,된장,1t
90980,고춧가루,2.5T
90980,대파,1/2대
90980,청고추,1개
90980,홍고추,1개
90980,양파,1/2개
90980,둥근호박,1/3개
90960,통깨,조금
90960,양파,조금
90960,쪽파,2대
90960,다진마늘,1T
90960,풋고추,1개
90960,소금,조금
90960,쌈장,1T
90960,밥,2인분
90960,호박잎,20장
90960,가지,1개
90960,간장,2T
90941,와사비,약간
90941,후추,약간
90941,설탕,1.5T
90941,식초,1.5T
90941,고추장,3T
90941,오징어,2마리
90941,양파,1개
90941,고추,4개
90941,당근,반개
90941,오이,1개
90941,쑥갓,약간
90941,치커리,약간
90941,상추,약간
90920,가지,2개
90920,올리브오일,약간
90920,후추,약간
90920,소금,약간
90920,파마산치즈가루,2T
90920,양파,1/2개
90920,토마토소스,200g
90920,파슬리가루,약간
90920,피자치즈,1컵
90920,다진마늘,1/2T
90920,우유,4T
90904,가지,2개
90904,양파,1/2개
90904,홍고추,1개
90904,청고추,1게
90904,대파,1/2단
90904,다진마늘,1T
90904,고춧가루,2T
90904,들기름,1/2T
90904,간장,1T
90904,소금,약간
90904,후추,약간
90894,소금,약간
90894,고구마잎,100g
90894,다진마늘,1/2T
90894,다진대파,1T
90894,깨소금,1t
90894,참기름,1t
90881,후추,약간
90881,허니머스타드,1T
90881,소금,약간
90881,마요네즈,1T
90881,노각,1/2개
90881,닭가슴살,2쪽
90881,호박,1개
90868,다진마늘,1T
90868,방울토마토,6개
90868,미니새송이버섯,400g
90868,다진쪽파,약간
90868,바질,약간
90868,소금,1/4t
90868,올리브유,약간
90846,소금,2T
90846,물,10컵
90846,파뿌리,3개
90846,양파,1/2개
90846,밥,1T
90846,무,작은토막 1개
90846,깐밤,3개
90846,소금,1T
90846,오이,4개
90846,파프리카,1/4개
90846,파프리카,1/4개
90846,생강,1개
90834,고춧가루,1T
90834,멸치액젓,1T
90834,매실액,1T
90834,다진마늘,1t
90834,돛나물,20g
90834,부추,20g
90834,오이,2개
90834,양파,소1/2
90818,소금,조금
90818,사과,20g
90818,가지,1개
90818,소고기,100g
90818,무순,20g
90818,당근,20g
90818,버섯,20g
90818,버터,조금
90799,바질,50g
90799,잣,1T
90799,다진마늘,1/2T
90799,올리브오일,4T
90799,파마산치즈가루,1T
153,식용유,약간씩
153,소금,약간씩
153,참기름,약간씩
153,잣가루,약간씩
536,후추,약간씩
90799,후추,약간
90799,후추,약간
90799,소금,약간
90799,다진마늘,1T
90799,화이트와인,1/2T
90799,새우,12마리
90799,스파게티면,200g
90799,소금,약간
90799,올리브오일,1T
73712,찹쌀가루,1T
73712,밀가루,200g
73712,들깨가루,1컵
73712,올리브유,1T
73712,소금,1.5t
73712,물,6컵
73712,육수용 무,1토막
73712,국물용 다시마,5*5cm 3조각
73712,국물용멸치,15마리
73712,육수용 대파,1/2개
73712,시금치,3뿌리
73699,모짜렐라치즈,100g
73699,슬라이스치즈,1장
73699,전분,조금
73699,옥수수,조금
73699,무지개고추,1개
73699,파프리카,1/3개
73699,단호박,작은거1개
73679,낙지,1마리
73679,절인 배추,1통
73679,고춧가루,1컵
73679,감동젓,100g
73679,다진마늘,1/2큰술
73679,다진생각,1작은술
73679,설탕,2큰술
73679,소금,2큰술
73679,생굴,1/2컵
73679,실파,100g
73679,미나리,100g
73679,밤,7개
73679,배,1개
73679,무,1개
73679,북어,1마리
62330,절인 배추,1포기
62330,생강,1톨
62330,잣,1/2큰술
62330,대추,4개
62330,생굴,100g
62330,낙지다리,100g
62330,밤,4개
62330,배,1/2개
62330,미나리,50g
62330,실파,30g
62330,갓,80g
62330,소금,1큰술
62330,새우젓,1/2컵
62330,고춧가루,1컵
62330,마늘,6쪽
62330,무,200g
39692,돼지갈비,1.2kg
39692,시래기,200g
39692,후추,약간
39692,소금,1작은술
39692,다진생강,1작은술
39692,다진마늘,1큰술
39692,다진양파,2큰술
39692,다진대파,3큰술
39692,사과즙,3큰술
39692,배즙,2큰술
39692,청주,3큰술
39692,간장,3큰술
39692,멸치다시마육수,2컵
39692,고춧가루,5큰술
39692,고추장,5큰술
39665,양파,1/4개
39665,대파,1대
39665,참쌀,1컵(170g)
39665,인삼,1뿌리
39665,땅콩,20알
39665,소금,약간
39665,닭,1마리
39665,잣,3~5알
39665,통후추,5알
39665,대추,3개
39665,검은깨,1/2컵(55g)
5836,쇠고기안심,300g
5836,소금,1/2큰술
5836,양파,1개
5836,감자,1개
5836,당근,1/2개
5836,피망,1/2개
5836,양송이버섯,5개
5836,식용유,약간
5836,후추,약간
5836,칠리,3개
5836,다진마늘,1큰술
5836,물,2.5컵
5836,월계수잎,2장
5836,바질,1/2작은술
5836,토마토페이스트,3큰술
5836,토마토,5개
540,감자,2개
540,오이,1/3개
540,플레인요구르트,3큰술
540,맛살,2줄
540,양배추,1/6개
540,양파,1/4개
540,햄,1/3개
539,고구마,3개
539,녹색피망,1/4개
539,파프리카,1/4개씩
539,양파,1/4개
539,마요네즈,4큰술
539,당근,1/4개
539,브로콜리,약간
538,단호박,1/4개
538,마요네즈,3큰술
538,사과,1/2개
538,오이,1/3개
538,달걀 ,1개
537,포도씨유,2-3T
537,볶은소금,1t
537,맛간장,1T
537,마늘,2통
537,새송이버섯,2-3개
537,깨소금, 
536,가지,2개
536,파프리카,1개씩
536,올리브유,적당량
536,굵은소금,약간씩
535,상추, 
535,양념장, 
534,양파,1/2개
534,도라지, 
534,오이,1개
533,소금,약간
533,브로콜리,1송이
533,오징어,1마리
532,진밥,50g
532,두부,15g
532,적양배추,10g
532,치즈,6g
532,멸치다시마육수,80g
531,표고버섯,10g
531,감자,10g
531,된장소스,2g
531,양파,3g
531,당근,2g
531,멥쌀,35g
531,찹쌀,5g
531,시금치,10g
530,진밥,30g+5g
530,당근,2g
530,닭가슴살,20g
530,가지,10g
530,애호박,7g
530,양파,3g
529,쇠고기,15g
529,브로콜리,10g
529,감자,8g
529,느타리버섯,4g
529,양파,3g
529,당근,2g
529,찹쌀,5g
529,멥쌀,30g
528,흰살생선,15g
528,양파,8g
528,치즈,5g
528,감자,3g
528,당근,2g
528,물, 
528,멥쌀,20g
528,찹쌀,5g
527,고구마,15g
527,당근,10g
527,사과,10g
527,물,150ml
527,양파,3g
527,멥쌀,20g
527,찹쌀,5g
527,브로콜리,5g
526,닭가슴살,20g
526,비트,5g
526,우유,적당량
526,양파,10g
526,대파 대, 
526,멥쌀,30g
525,쌀,20g
525,닭가슴살,20g
525,청경채,10g
525,닭육수,300ml정도
525,당근,3g
525,애호박,5g
525,양파,3g
524,멥쌀,25g
524,찹쌀,5g
524,양송이,10g
524,치즈,5g
524,당근,8g
524,양파,3g
524,밤,10g
523,흑임자,15g
523,표고,4g
523,애호박,6g
523,찹쌀,5g
523,양파,3g
523,쌀,25g
523,당근,5g
522,쇠고기,20g
522,아욱,10g
522,감자,10g
522,느타리버섯,5g
522,멸치육수, 
522,당근,2g
522,멥쌀,25g
522,찹쌀,5g
522,양파,5g
521,쌀,15g
521,불린 찹쌀,5g
521,물,120~130ml
521,당근,10g
521,쇠고기,10g
520,쌀,10g
520,물,120ml
520,단호박,10g
520,불린 흑미,3g
519,쌀,10g
519,불린 찹쌀,5g
519,생수,1/2컵
519,배,15g
519,밤,1개
518,쌀,15g
518,당근,10g
518,양송이,8g
517,사골육수,120ml
517,청경채,10g
517,쇠고기,15g
517,멥쌀,15g
516,멥쌀,15g
516,찹쌀,10g
516,사골육수,120ml
516,배,10g
516,시금치,10g
515,단호박,20g
515,브로콜리,15g
515,생수, 
515,찹쌀,5g
515,멥쌀,15g
514,쌀,15g
514,사골육수,120ml
514,애호박,10g
514,쇠고기,10g
513,쌀,15g
513,물,반컵
513,오이,10g
512,쌀,15g
512,생수,140cc
512,양배추,10g
511,쌀,10g
511,생수,120ml
511,감자,5g
510,쌀,15g
510,물,120cc
510,사과,10g
509,당근,10g
509,쌀,20g
508,쌀,20g
508,생수,반컵
508,고구마,10g
507,애호박,10g
507,쌀,20g
506,불린 찹쌀,10g
506,쌀,20g
505,쌀,10g
505,물,2/3컵
505,비트,5g
504,쌀,10g
504,생수,350g
504,브로콜리,10g
503,단호박,20g
503,쌀,25g
502,배,10g
502,쌀,30g
501,생수,1/2컵
501,쌀,10g
500,올리브오일,3g
500,후춧가루,약간
500,당근,2g
500,샐러리,2g
500,쌀,60g
500,화이트와인,10g
500,완두콩,3g
500,닭육수,130ml
500,페퍼론치노,1개
500,사라다나,2포기
500,치커리,1포기
500,마늘,1쪽
500,로즈마리,1줄기
500,낙지,1마리
500,이태리파슬리,1줄기
500,토마토,1/3개
500,파프리카,1/5개
500,차이브 생잎,약간
500,소금,약간
500,양파,3g
499,돼지볼살,60g
499,스파게티면,100g
499,양파,10g
499,계란,1개
499,그라나 빠다노,10g
499,우유,50g
499,이태리파슬리,2줄기
499,후추,적당량
499,소금,적당량
499,생크림,300g
498,송어,1마리
498,양상추, 
498,무순, 
498,파인애플, 
498,오이, 
498,토마토, 
498,파슬리, 
497,잉어,1마리
497,콩나물,200g
497,미나리,50g
497,계란,1개
497,홍고추,2개
497,고춧가루,3큰술
497,참기름,약간
497,다진마늘,1과1/2큰술
497,된장,1과1/2큰술
497,물엿,1/2큰술
497,생강,약간
497,후춧가루,약간
497,고추장,3큰술
496,메기,1마리
496,무,100g
496,대파,1뿌리
496,마늘,2쪽
496,생강,1쪽
496,쑥갓,50g
496,고추장,1작은술
496,식용유,1큰술
496,소금,약간
496,후춧가루,약간
496,물,4컵
496,고춧가루,1큰술
495,설탕,1큰술
495,식초,2큰술
495,냉면육수,3큰술
495,깨소금,약간
495,냉면,300g
495,계란,1개
495,방울토마토,2개
495,샐러드채소,약간
495,무,1/3개
495,배합초,2작은술
495,설탕,3큰술
495,식초,3큰술
495,물,약간
495,간장,1/2작은술
495,고추장,1과1/2작은술
495,다진마늘,1/2큰술
495,다진대파,1작은술
495,물엿,1큰술
494,미소,1과1/2큰술
494,두부,1/2모
494,간장,약간
494,팽이버섯,약간
494,실파,약간
494,다시마,약간
493,배추김치,1/2포기
493,꽁치,1캔
493,무,1/3개
493,간장,약간
493,마늘,5톨
493,김칫국물,1/2물
493,대파,1뿌리
492,떡국떡,50g
492,만두피,15장
492,구운김,1장
492,대파,1/2뿌리
492,다진마늘,2큰술
492,청정원맛선생,약간
492,국간장,1큰술
492,참기름,약간
492,만두피,12장
492,다짐육(돼지고기),100g
492,배추김치,100g
492,숙주,50g
492,두부,1모
492,파,1/3뿌리
492,계란,1개
491,미니파프리카,1팩
491,오이,2개
491,당근,1/2개
491,브로콜리,1/2개
491,양배추,1/4통
491,식초,1/2컵
491,발효초,2와1/2컵
491,설탕,1컵
491,소금,4큰술
491,통후추,20알
491,물,2와1/2컵
490,플레인요구르트,4개
490,발효초,10큰술
490,꿀,1큰술
490,후르츠칵테일,약간
490,초콜릿,약간
489,식초,4큰술
489,설탕,1큰술
489,간장,1작은술
489,참기름,약간
489,다진마늘,1작은술
489,고추장,2큰술
489,쫄면,120g
489,오이,1/2개
489,파프리카,1/2개
489,깻잎,5장
489,새싹채소,약간
489,물엿,1작은술
488,우동면,100g
488,참기름,약간
488,배추김치,1/8포기
488,쑥갓,약간
488,김,약간
488,시판용장국,1컵
488,물,3~4컵
488,고춧가루,1작은술
488,국간장,약간
488,소금,약간
488,후춧가루,약간
488,맛술,약간
488,설탕,1/2작은술
488,식초,1/2작은술
488,고춧가루,약간
488,새우,4마리
487,두부,1팩
487,계란,1개
487,청정원맛선생,2큰술
487,고춧가루,1~2큰술
487,깨소금,약간
487,양파,1/2개
487,미더덕,약간
487,바지락,약간
487,잔새우,약간
487,다시마,1장
487,멸치,한줌
487,참기름,약간
486,대하,12마리
486,홍고추,1개
486,미더덕,50g
486,바지락,1봉
486,꽃게,3마리
486,무,50g
486,양파,1개
486,청고추,1개
486,다시마,1장
486,미나리,50g
486,쑥갓,30g
486,고춧가루,5큰술
486,국간장,4큰술
486,맛술,3큰술
486,다진마늘,2큰술
486,다진생강,1큰술
486,후춧가루,약간
486,소금,약간
486,참기름,약간
486,오징어,1마리
485,청주,1작은술
485,간장,1작은술
485,홍고추,1/2개
485,참기름,약간
485,올리브오일,1큰술
485,청고추,1/2개
485,양파,1/2개
485,표고버섯,2장
485,피망,1/2개
485,마늘,5톨
485,새송이버섯,4개
485,쌈장,2큰술
485,물,2큰술
485,쪽파,2뿌리
485,다진마늘,1작은술
485,설탕,1/3작은술
484,파프리카,1/4개
484,팽이버섯,약간
484,새우,30g
484,오징어,50g
484,바지락,30g
484,날치알,약간
484,파프리카,1/4개
484,소금,약간
484,후춧가루,약간
484,굴소스,3큰술
484,밥,2공기
484,참기름,약간
484,청주,2큰술
483,양배추,1/4통
483,새우,30g
483,실파,30g
483,베이컨,4장
483,굴소스,약간
483,가쓰오부시,약간
483,양파,1/3개
483,팽이버섯,30g
483,소금,약간
483,후춧가루,약간
483,밀가루,3컵
483,다시물,2컵
483,계란,2개
483,마요네즈,약간
482,두부,1모
482,청고추,1개
482,홍고추,1개
482,소금,약간
482,굴소스,4큰술
482,물,1/3컵
482,참기름,약간
482,다진마늘,1작은술
481,묵은김치,1/2포기
481,돼지고기안심,50g
481,청정원국선생,500ml
481,표고버섯,3개
481,식용유,약간
481,청고추,1개
481,후춧가루,약간
481,맛술,3큰술
481,대파,1대
480,홍합,50g
480,모시조개,1봉
480,무,1/4개
480,홍고추,1개
480,대파,2뿌리
480,미나리,50g
480,고춧가루,1큰술
480,다진마늘,2큰술
480,다진생강,1큰술
480,고추장,1작은술
480,소금,약간
480,후춧가루,약간
480,다시마,1장
480,청고추,1개
480,쭈꾸미,2마리
480,간장,3큰술
480,오징어,1/2마리
480,새우,8마리
480,양파,1/2개
479,청고추,4개
479,홍고추,3개
479,오이,1개
479,당근,1/3개
479,새우,6마리
479,참기름,약간
479,후춧가루,약간
479,굴소스,3큰술
479,꽃빵,4개
479,새송이버섯,1개
479,청주,1작은술
479,포도씨유,약간
478,포도씨유,약간
478,두부,반모
478,파프리카,2개
478,식초,약간
478,소금,약간
478,후춧가루,약간
478,간장,약간
478,칵테일새우,30g
477,참치통조림,1캔
477,당근,1/3개
477,감자,1개
477,표고버섯,2장
477,쌀,1컵
477,애호박,1/3개
477,국간장,약간
477,깨소금,약간
477,실파,2줄기
477,물,5컵
477,다시마,1장
477,참기름,약간
476,닭,500g
476,맛술,2큰술
476,맛술,3큰술
476,소금,약간
476,후춧가루,약간
476,호두,20g
476,계란,1개
476,녹말가루,6큰술
476,튀김가루,4큰술
476,카레가루,1큰술
476,고추장,3큰술
476,토마토케찹,4큰술
476,물엿,1큰술
476,꿀,1큰술
476,물,4큰술
476,식초,3큰술
476,다진마늘,2큰술
476,고추기름,2큰술
476,우유,1/2컵
475,다진마늘,1/2작은술
475,물,5컵
475,국간장,1큰술
475,소금,약간
475,후춧가루,약간
475,밀가루,2컵
475,물,5큰술
475,된장,2큰술
475,표고버섯,2개
475,감자,1개
475,대파,1/2대
475,양파,1/4개
475,청고추,1/4개
475,홍고추,1/4개
475,국물용멸치,10마리
475,참기름,1작은술
474,닭가슴살,3쪽
474,양상추,2장
474,겨자잎,2장
474,양파,1/2개
474,당근,1/4개
474,오이,1/3개
474,마른고추,1개
474,허니머스터드,2큰술
474,레몬즙,2큰술
474,설탕,2큰술
474,소금,약간
474,청주,2큰술
474,다진마늘,1큰술
474,오렌지,1개
473,비트,1개
473,절임무,1팩
473,오이,1/2개
473,게맛살,2개
473,파프리카,1개
473,햄,6장
473,레몬즙,1큰술
473,계란,2개
473,땅콩버터,2와1/2큰술
473,꿀,1큰술
473,설탕,1큰술
473,식초,1과1/2큰술
473,깨소금,1큰술
473,무순,1팩
472,돼지등갈비,1대
472,샐러리,1개
472,양파,1/2개
472,마늘,2쪽
472,후춧가루,약간
472,레드와인,1T
472,올리브오일,2T
472,소금,약간
472,바베큐소스,2T
471,부추,100g
471,올리브오일,3큰술
471,다진대파,1큰술
471,다진마늘,1/2큰술
471,통깨,1작은술
471,식초,1큰술
471,고춧가루,1/2큰술
471,설탕,1/2큰술
471,간장,1큰술
470,팽이버섯,30g
470,식용유,2큰술
470,청피망,1/2개
470,홍피망,1/2개
470,간장,1큰술
470,표고버섯,3장
470,다진마늘,1/2작은술
470,참기름,1/2작은술
470,소금,약간
470,후춧가루,약간
470,느타리버섯,60g
470,설탕,1/2작은술
469,가지,2개
469,부추,20g
469,다진대파,1큰술
469,다진마늘,1/2큰술
469,소금,1큰술
469,고춧가루,1큰술
469,액젓,2/3큰술
469,설탕,1작은술
469,다진생강,1작은술
468,상추,4장
468,미소된장,2큰술
468,실파,약간
468,가다랑어포,한줌
468,두부,1/4모
468,다시마,1장
467,파스타,200g
467,생크림,1과1/2컵
467,양파,1/2개
467,후춧가루,약간
467,다진마늘,1작은술
467,베이컨,6장
467,우유,1/2컵
467,버터,2큰술
467,소금,약간
466,멥쌀가루,5컵
466,물,4~5큰술
466,소금,약간
466,단호박,1/3개
466,녹두,1컵
466,설탕,3~4큰술
465,토란탕,2컵
465,표고버섯,6장
465,닭고기,200g
465,우엉,1/4대
465,당근,1개
465,식용유,약간
465,맛술,1큰술
465,설탕,약간
465,생강즙,약간
465,청주,약간
465,간장,3큰술
464,시금치,100g
464,도라지,100g
464,고사리,100g
464,고기산적,100g
464,소스,레시피로 만듬
464,깻잎,4장
464,양파,1/2개
464,오이,1/2개
464,라이스페이퍼,1팩
464,당근,1/2개
463,소꼬리,5토막
463,사골,100g
463,마늘,10쪽
463,대파,적당량
463,밤,5톨
463,청양고추,2개
463,대추,10개
462,소금,약간
462,버터,약간
462,샐러드오일,약간
462,통후추,약간
462,대하,3마리
462,아스파라거스,2개
462,새송이버섯,1개
462,느타리버섯,2개
462,애호박,1/2개
462,가지,1/2개
462,감자,1개
462,마늘,3쪽
462,타임,2줄기
462,바질,2잎
462,와사비,약간
461,전어,3마리
461,무,20g
461,미나리,20g
461,청고추,1개
461,콩가루,1큰술
461,고춧가루,1/2큰술
461,양파,20g
461,고추장,1/2큰술
461,다진마늘,1큰술
461,설탕,1큰술
461,전어젓,약간
461,통깨,약간
461,식초,2큰술
460,날콩가루,100g
460,밀가루,100g
460,닭,1마리
460,소금,적당량
460,통파,1대
460,생강,적당량
460,오이,1/4개
460,닭발,2개
459,서리태콩,1컵
459,소면,150g
459,참깨,1큰술
459,오이,1/4개
459,토마토,1/4개
459,소금,약간
458,콩,각 100g
458,깨,3큰술
458,잣,1큰술
458,소금,약간
458,식빵,1장
458,버터,약간
458,후춧가루,약간
458,호두,2알
457,우무,40g
457,콩,500g
457,깨,2큰술
457,소금,약간
457,생수,2컵
457,오이,1/2개
457,잣,4큰술
456,메주콩,500g
456,녹차국수,200g
456,오이,1개
456,소금,약간
456,물,1컵
456,멸치육수,3컵
456,방울토마토,2개
455,대파,1/2뿌리
455,홍고추,1개
455,통깨,약간
455,멸치액젓,2작은술
455,시금치,1/2단
455,물,2컵
455,소금,약간
455,참기름,약간
454,죽순,1개
454,미나리,5줄기
454,계란,1개
454,쌀뜨물,4컵
454,초고추장,1큰술
454,설탕,1작은술
454,식초,2작은술
454,홍고추,1개
453,전복,1개
453,쌀,1컵
453,물,6컵
453,김,약간
453,소금,약간
453,깨소금,약간
453,실파,약간
453,참기름,약간
452,쌀,1컵
452,새우,200g
452,물,6컵
452,참기름,약간
452,소금,약간
451,낙지,1마리
451,모시조개,10개
451,배추,4잎
451,참기름,1큰술
451,소금,1/2컵
451,청고추,1/2개
451,홍고추,1/2개
451,소금,약간
451,대파,1/2뿌리
451,다진마늘,1/2큰술
450,시금치,20g
450,계란,3개
450,올리브오일,2큰술
450,소금,약간
450,게맛살,2개
449,돼지갈비,1kg
449,다진마늘,1큰술
449,마늘,5쪽
449,건고추,5개
449,올리브오일,2큰술
449,화이트와인,1/2컵
449,물,1컵
449,소금,약간
449,후춧가루,약간
449,레몬,1개
448,파프리카,3개
448,찬밥,1과1/2공기
448,감자,1/2개
448,호박,1/4개
448,올리브오일,3큰술
448,양파,1/2개
448,당근,1/4개
448,소금,약간
448,후춧가루,약간
448,피망,1/4개
447,배,1/2개
447,양파,50g
447,마늘,20g
447,생강,10g
447,고운소금,30g
447,굵은소금,약간
447,붉은갓,50g
447,삭힌고추,3개
447,물,2.5L
447,무,1개
446,깻잎,5묶음
446,밤,10개
446,홍고추,50g
446,청고추,50g
446,다진마늘,60g
446,대추,10개
446,물,2컵
446,양파,1/2개
446,다진생강,1쪽
446,멸치,10마리
446,멸치액젓,3/4컵
446,설탕,1컵
446,대파,30g
445,멸치,한줌
445,다시마,1장
445,표고버섯,1장
445,애호박,1/4개
445,청고추,1개
445,홍고추,1/2개
445,두부,1/2모
445,콩된장,50g
445,고춧가루,1작은술
445,다진마늘,1작은술
445,대파,1/2뿌리
445,참기름,약간
444,근대,200g
444,소고기,30g
444,다진마늘,1큰술
444,멸치,한줌
444,고춧가루,1작은술
444,된장,1작은술
444,고추장,1/2큰술
444,대파,1/4뿌리
443,고구마,2개
443,설탕시럽,1/2컵
443,식용유,적당량
443,호박씨,10g
443,건포도,10g
442,메주콩,5되
442,멥쌀,5되
442,엿기름,1컵
442,고춧가루,4되
442,소금,4되
442,찹쌀가루,4되
441,소금,1kg
441,메주,4덩어리
440,메주콩,반말
440,소금,2kg
440,숯,2덩이
440,건고추,5개
440,물,25L
439,물,1컵
439,설탕,15g
439,양파,70g
439,마늘,30g
439,생강,10g
439,미나리,70g
439,정종,1큰술
439,열무,250g
439,얼갈이배추,250g
439,굵은소금,10g
439,청고추,25g
439,홍고추,25g
439,쪽파,15g
439,물,7컵
439,꽃소금,20~25g
439,밀가루,2큰술
438,깻잎,20장
438,간장,1큰술
438,물,1큰술
438,들기름,1큰술
438,청고추,1/2개
438,홍고추,1/2개
438,조청,약간
437,쌀국수,70g
437,통계피,1토막
437,대파,1뿌리
437,쇠고기,30g
437,청고추,1개
437,피쉬소스,1큰술
437,고수잎,약간
437,소금,약간
437,한우뼈,400g
437,소꼬리,2토막
437,양파,1개
437,생강,2개
437,팔각,1개
437,정향,3개
437,숙주나물,70g
436,우동면,150g
436,양파,1/4개
436,청고추,1/2개
436,홍고추,1/2개
436,다진마늘,1작은술
436,버터,10g
436,숙주나물,30g
436,굴소스,1큰술
436,간장,1큰술
436,맛술,1큰술
436,간생강,1작은술
435,수삼,1뿌리
435,크림치즈,3큰술
435,양상추,3잎
435,마요네즈,3큰술
435,적채,약간
435,치커리,50g
435,래디쉬,2개
434,햄,10g
434,양파,1/4개
434,청피망,1/2개
434,홍피망,1/2개
434,후춧가루,약간
434,치즈,2장
434,파슬리가루,적당량
434,소금,약간
434,밥,1공기
433,잔멸치,50g
433,간장,2큰술
433,설탕,1큰술
433,밥,2공기
433,깨소금,약간
433,치즈,8장
433,식용유,약간
432,새우,5마리
432,석이버섯,10g
432,팽이버섯,30g
432,오이,1/3개
432,당근,50g
432,양상추,50g
432,소금,1작은술
432,무순,30g
432,배,1/4개
432,겨자,1큰술
432,식초,2큰술
432,설탕,1큰술
432,부추,50g
431,갈치,4토막
431,물엿,2큰술
431,애호박,1/2개
431,당근,1/4개
431,대파,1개
431,양파,1/2개
431,홍고추,1개
431,청고추,1개
431,고춧가루,2큰술
431,고춧가루,1큰술
431,설탕,1큰술
431,다진생강,2작은술
431,다진마늘,1큰술
431,정종,1큰술
431,된장,2작은술
431,후춧가루,약간
431,소금,약간
431,간장,2큰술
431,무,1/3개
430,갈치,1마리
430,소금,1작은술
430,밀가루,2큰술
430,레몬,1개
430,후춧가루,1작은술
429,고등어,1마리
429,소금,약간
429,애호박,1/2개
429,당근,1/4개
429,대파,1개
429,양파,1/2개
429,홍고추,2개
429,풋고추,2개
429,팽이버섯,1/2팩
429,간장,2큰술
429,고춧가루,2큰술
429,고춧가루,1큰술
429,설탕,1큰술
429,물엿,2큰술
429,생강,2작은술
429,마늘,1큰술
429,정종,1큰술
429,된장,2큰술
429,후춧가루,약간
429,무,1/3개
428,정종,2큰술
428,청고추,2개
428,마늘,5쪽
428,참기름,2작은술
428,깨소금,1큰술
428,물엿,2큰술
428,고등어,1/2마리
428,간장,3큰술
428,고춧가루,2큰술
428,고춧가루,1큰술
428,대파,1개
428,양파,1개
